sentiment,text
1,@dan_e @EllisBuur @_chantal @Love_Scenario @PBeil @zininkleur Cool! Thanks allen 
1,Now we have to go get bread cause aunt forgot to order. 
1,"@traceymadden Hip hip!  Wait, we got this the wrong way around "
0,"@allieloves Ouchie :S It should be possible - I would totally let you jump on our bandwaggon right now, but the max is four "
1,heading out. nite world 
1,Thanx @harzack86 I kind of knew that but was hoping  do you use skype on an iphone??
0,@mitchelmusso sounds like so much fun!!!  Wish I was there...unfortunately I'm on the east coast 
0,"Morning world! First official day of my holidays! And to celebrate, I'm off to work this afternoon  But going to Nadee's after!"
0,@Antharris88 Hmmmm my daily twittascope hasn't worked 
1,Creature Fear is the best song to listen to in this rainy 2am saturday morning  Rather make that Bon Iver all together 
1,@kerkat28 i posted it! let me know what you think? theres a really cute cut out in the back too. 
0,@KGvsDramaKinG I gotta work 
0,@KKoerk chance to start over new without all the mental burden of this awful place I live in right now 
1,@iCharlotte thanks - and thankyou for a great High Tea 
1,? @elafaki best song ever about Friday  http://tr.im/m5Eb
1,I'm VERY grateful for the beautiful people I'm blessed to have in my life. Friends from high school &amp; college (even you tweeps) makes me 
0,oh.  it got turned off. 
0,gosh H1N1 on the rise again 
1,Listening to music while i clean up more of my crazy house! i kno ive been cleaning for the past 2 days.. but i have lots 2 get ridd of! 
1,@bikeindia hahaha yeah right as if it is 'spirit of ecstasy'  
1,"@dolcevita10 ok i dont mind, im not the best with words but i wanna know "
0,@samjhalliday how crap the weather is today 
0,http://twitpic.com/6snhh - Soooo pretty... without all that eel 
1,@Moo_Moo_Mobile because asteroids is a registered trademark  Atari you know... 
0,I feel like I'm living a particularly boring Palahniuk book. This is not fair since I've been pushing all of last year to be Pratchett-y. 
1,@xeroyass  xD yeah studying is boring  when is your math exam? &lt;3
0,"Just got my presentation done, 23 slides done...  I'm crying for this week will be the hardest of all weeks."
1,@TheJasonEarles post a pic 
1,@jonbatch Someone was in my apartment while I was at YG last night. Nothing missing but I was (am) a little shaken up. Tired today 
1,"@jennasn95 @xtotallyxjonasx Wow,how can you wait to watch Jonas?Impressive! lol I could not wait,unless I got paid massively to wait!haha "
1, and I dunno why but with you I'd dance in a storm in my best dress.
1,@EpicSteve not winning hasn't crossed my mind as a possibility.  Powers of positive thinking!
1,"@Ashes05 im going to chicago vip then, rockford normal and milwaukee normal "
0,im just the victim 
1,@smackthis lmao lmao 
1,@tazmanian_soul yes i will  i work till around 4 =]
1,@Brandswag &lt;~~~Outstanding #FF choices! Thx  @k8dt @mrbogari @SJRod @30dp @myworldofk @Idjd @knarfny @saranyan @vinceparker @dottibailey
0,@Kerwin_R .. lmao windbreakers?? .. It's bad enough that they still have braids ..  .. ick!!
0,"Goodbye Manhattan, hello Queens.. On my way to the airport. "
1,@JustYassy do you have msn? 
1,@SeaFM  AWWW U meanie!!! Tho Could ya??? PLEASE!!!!!!!!!! They r coming this AUgust!! 
0,@DazzleMeThis Fuck! I totally forgot =O I was going to record it too 
1,@jesssicababesss Yeah i think it could be around 2/3pm but ill chekc now 
0, mornincrew hates me and i dont like it
0,"Got my review done and sent off, now I have to study but I dont feel like it "
1,@AnneAAM have u listen to the clip David confirming bout his album? eh? albums to be precise. 
1,@iyadonna Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
0,no way  ughh.
1,@djonpoint i wish i knew how to write whats poppin G'zzz in German...Haaaaaaa!!! u warming it up out there 4 ya brothas!! 
1,@J_xox Same hereee..I love her tho so its all good   woo excitedd  hows your examsss goin
0,@iamjonathancook bye blackberry! 
1,The thing that catches me out most when moving back and forth between Win and Mac machines? Windows + Q doesn't close apps. 
1,"@mscrissy ok... when u want talk, only u have to do  (i hope that u want it)"
0,@PsychicCrayon  Hugs.
0,@Wookat just wait until no more assignments ever! It's awesome. Until you fail to graduate and need to go back again 
1,@creativeapps I've been waiting for that tweet 
0,@theflyingpinto Yeah the A380 is pretty cool. I wanna go on it though! 
1,"@_Leva_ Suppose so. Sweet dreams when you finally get sleep, Twitter can't help heh "
0,@Dannymcfly how are you feeling now?? still sniffling and sneezing?? pwoor dwanny  xxx
1,Happy Friday! Off to Chitown for a wedding. And maybe some #business  #kbuzz
1,@BrittGoosie iunno i saw it on oceanup... i was youtubing it but i couldn't be stuffed searching and then i saw it posted 
0,@Kdpartak @Kdpartak Nope now tot down and out too  rearranging my Sunday oh well quiet cuddle day  LUV foothills enjoy
1,@Makinsey A little over 100 pages? Not sure. Send me your e-mail and I can send you the first few chapters. Tell me what you think! 
1,"@tvorse  Yes, @tommytrc will probably rule the world one day. I'm kissing ass while I can "
1,you weirdo 
1,@vewe hi sissss ()!! how you doing? *superduperhugs* 
0,ugh im gonna go to eat medicine again 
1,@lurrvefy I don't know about the first one... the second one is quite ok 
0,in Btec:/ Cat has swone flu!!  and i have a tumour on my arm 
1,@liplash No. Wally-World is the root of all evil. Costco is not to be feared. 
0,@NoRaptors  why do people even act like they care? Don't you want me to be happy? 
1,hi @cherrythegreat! sa facebook din ba yung Mobsters? yung Spymasters kasi d2 naman sa Twitter.. 
1,@jr_raphael What a dweeb... Worst of all are his attorneys... taking his money... and making him look like a national fool! ....eh?  
0,@igortizz thinking? well either way have fun with that !  lol ~ it seems as my camera won't upload 
1,"@A11igata_pie Drivin' like @BerlyAnne?! Do you know how scary that can be..well, for the passenger anyway... "
1,@doubledmix hey hey  yeah i'm good thanks - how about you?
1,Nice. Liking the pic as well. Now have something to improve on myself...  re: http://ff.im/2esHr
1,@wheeldog  I will try not to choke under the pressure! 
1,@mjnewham good night! 
1,@brentbolthouse http://twitpic.com/6qhfe - Thank you for this picture 
0,@melodysong *gives hot air* yer... I want cake too 
1,@alexandramusic Sweet dreams. 
1,@ImajicArt woo sounds good   bird lips ftw 
0,@iammilky Awww no. PPW only has green tea  But I will find one for youuu 
0,"@MicheleKnight exchange, perhaps? My attempt at a beard may have to go soon "
0,Once again woken up with a runny nose 
1,"@Senna_Amazon i like both!  but then again, you aren't mad at me "
1,@therealdnierod I am now! 
1,@joek949 lol at least you had a lovely day! Best to enjoy the weather now. You never know when it goes bad again! 
0,I was left by *everyone* I know tonight. I made friends with strangers... That hurts. 
0,@TrackstarGIBSON 
1,@tandemantiques thanks! gotta love the old stuff!! 
1,@eliphant I miss you MORE. At least I get to see your sexy ass tomorrow 
0,@EricHamm Just sent you an email! Sorry for the delay! and hey at least you can use Pandora.. It doesn't work in China 
0,@HoustonDIVA @jeanniefeed its extremely sad! I don't think this is going to turn out good 
1,@MicheleKnight Awww Picasso is too cute! 
1,"@mybonescostme Haha, thatÊ»s okay.  I wanna chill with Mary Alice, lol."
1,Just got back from the band practice... Was fun  put some new songs on our list
1,@JustinMooney I have a couple of Macs for that very reason.  
0,"Such a great song, why not more choices for it  â« http://blip.fm/~7gepn"
1,@Sammii_xxx Thankies so much sweetheart! HUGS 
1,@simontay78 if that what you think ask my followers. I do a lot talking too and they appreciate my links. I'm not for everyone. g'nite 
1,LMFAO ipod headphones went in washer and they're still working 
0,just got out the shower bout 2 head 2 clunb sgugar but wish i was cupcakin wit @yungktinkh3adz  lol
1,just updated the nikon d90 page on the blog to fix a couple of typo's and I forgot to add a few things I have and a few things I want 
0,@OMG_Ponies There may be some truth in what you say but I still think Microsoft is screwing us users 
1,@Alyssa_Milano oh I can only imagine the # of tweets you get! I was just teasin ya!  ... but I appreciate the reply muchly 
1,I love that @officialkristin and @DHughesy are following me now too - I feel special! Thank you! 
0,cleaning everything in my room today.. barely done and it's nearly 3pm. poooooop. 
1,"@bronmarshall I bet your cheese would have been wonderful with my olives  Off to get deeper in that blog post for tomorro, hopefully!"
0,@sf_gunner No :'(  I was close to going during spring break but it didnt work out. I've been begging and begging and begging my parents 
0,@thejameshunter - Why can't you sleep mate?? Have you been hanging out with Chemical Alli?? 
1,@Uberschizo I do? why? I think i have my defination of love which suits me.. and its not messed up 
0,i was sick that whole time twitter was actin ! i even went on myspace  *audience gasps*
1,@shelliwazzu thanks. I try! 
0,@jennypoynter i knowww!  so if it was out in novemember i'd of seen it like 10000 times by now
1,@yikes77 Ohh u gotta plan for that? Ouch!! LOL!! Guess I'll try to get in wher I can fit in LOL cuz I'll be doin the same 
1,"@pato_30stm ok, hun!! have fun!! ;)) regards to your friends! "
1,@kismet100 I did - thank you for remembering!  Got some welding ahead in my future - 
0,@MadamQ oh god yes! Im wanting a bra and girdle set for my pinup photos... but they dont seem to sell the one i want anymore 
0,No concerts or gigs until October when I see Bring Me The Horizon (how depressing) 
0,I just had one sad little fishy funeral 
1,"Here is my personal twitter page, in case anyone wants to follow me over there.  @jaimemcknight"
0,@dannywood you are so welcome! thank you! but so sad...ta-ta tailgate may not happen in scranton! 
0,Mainly gaining tonsillitis as the day goes on 
1,@jiminthemorning hello  I'm typing recipes up and drinking a glass of red wine.
1,@taylorswift13 WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove&lt;3
0,grrrrr stupid ipod will still not update 
1,@JennaMadison oh...getting settled in the studio and playin on my iTunes...got some cds to rip lol lol 
1,@No_sugars_lewis I'm basking in the jungle which is my garden and turning a nice shade of pink! No Lambrini though 
1,@maynaseric I am from ECE electronic computer &amp; Engineering but my electronic fail lah...but still get basic 
0,"@selenamarie Things like OCC catering are why most 3-day conferences are more than $249.  Sad, but true "
1,@PopWansel &amp;&amp; Thaaanksz 
0,"hungry..... dad went voting, but he was back way to fast, i wanted to do a video  oh well, Tuesday maybe "
1,@keza34 I liked how it's not just for fans because I'm anything but lol but I loved this new one. Simon Pegg's great in it too 
1,"@Karina_Escobar LOL well, if he didn't say anything means that he don't mind right??!!! ugh..oh and Imma comment you now then imma study "
1,@aNDeeDrummer @seblefebvre or miami ink! 
1,@sahtaylor yeah it is i love the song tho  im sure you will like the movie and yeh jonas is soon i dnt hav foxtel so i watch it on youtube
0,The hole in my heart feeling is back... 
1,@Maialan how did u find me 
1,@totalarsenal yeah i woke up just in time phew brilliant driving from both our boys 
1,@Peapods I realized I'm loving the Chekov centered fics (as long as there isn't abuse. 
0,man it*s too early for this crap! grrrls fighting dirty - she took her heel off &amp; smacked the other chick in the face! WRONG! 
1,@dhruvasagar @houndbee @mekkanikal Thanks guys 
1,http://twitpic.com/6tu41 - i miss this lady over here! 
0,First night in two weeks that i'm not getting a goodnight kiss 
1,@livingisloving I'm gonna make a video. Of all the pictures we took this school year 
1,@alexosh1234 not worth it! I love the free version for the iPhone though! 
1,@highgateboy awesome  are you eating out today? I will be at stjohn or lunch 
0,@ihatecrayons i'm so fucking nervous!!! 
1,One nomilicious italian meal to go  http://yfrog.com/0kfmstj
1,@Cazling You look a lot like Britney Spears there lol  XX
1,eating lunch nows   wedges yuuuum like ur mum's vag ;p
0,been feeling sick for almost a week  wtf is wrong with me?
1,The music video for the best days of ur life by Kellie Pickler is amazing and extremely funny 
1,Cutler is wishing his mommy a pawful purrfect mother's day  http://apps.facebook.com/catbook/profile/view/853573
1,LAKERR GAMMEEE!  yay! I painted my face purple and yellow for Pau Gasol &lt;3
1,@valeriekhoo is am addicted to lolcats thx to @kcarruthers. im sending ppl lolcat bday cards &amp; even normal IM messages as lolcat! 
1,@Jorge924 you might also want to include &quot;never wear a moonwolf&quot; to that 
0,@_CrC_  you'd be with us fl girls toknight if the show weren't xld 
0,@brookeiloveyou when was the last time u saw her? 
1,May I just say that my blip.fm playlist is finally something I can listen to without adding songs? 
0,being a localite is such a disadvantage. you don't have life at all. screwed up in this travel 
1,"@FadedPaper why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
1,@justinjap yehh  nahh thats good lol
0,watched &quot; THE NOTEBOOK&quot; cant stop crying 
0,"not so good to go with cola in your hands while you drink it, in the dark. . Going straight into the door.. AUV!!!!  but nighty night &lt;3&lt;3"
1,"@bhargav800 aahh the pleasure of ripping producers by watching free videos!  Saw watchmen today, finally! Disappointment after the comic"
1,@Locococomoco  I will have you know that it is not orange but red. 
1,"@Lara2626 Thanks, Lara. You have one of the coolest last names I've seen to date. "
1,@Georgieboo @PembsDave Thanks guys  #maternalhealth
0,@mlexiehayden  No peach cobbler since Wednesday...he's in Punta Cana wit his boy!
1,"Good thing is she doesn't really know I hung up on her, connection coulda been bad "
1,@anniem10 I feel honored.. Thank you 
0,@laolsen I am lost. Please help me find a good home. 
0,No look I'm a pretty girl LOL posing and everything too bad my boxers hang out  http://tinyurl.com/ra3zgz
1,@an0key Ha ha quick break - while I have me brekky &amp; tea and then on with recording Show 148 - ta for noticing fella 
1,@ColleenLindsay @ColleenLindsay People really follow you just to query you? Bah. People are odd. It's sad but funny. 
1,So tired.. Lotsa Homeworks to be finish..  WTH.. 
1,@sydneetaylor ok babe ..can't wait to talk to u 
1,@its_sb  I was playing sweetie.
0,it takes sooooo long to move 2TBs.. Both macs are useless right now 
0,@Amathria I wish we had an IHOP here  it's so tasty...
0,It is impossible to hold an umbrella and do up a button fly 
1,@HappyCassie yeah its fun stuff haha. you only have 4 days left  not too bad!
0,@mnstrsnmnchkns Me too... wine has worn off on me now  just getting Soph back to sleep too  xx nighty night xxx
1,I'm looking forward to watching the Rugby later at a festive pub 
0,"@briannack It was awesome - near Ukranian Village, http://qik.com/video/1496429 the audio interview dropped.  This is horrible. "
0,"i finished my history test, god it was so hard  and now i'm waiting for my break .."
0,"@SinnamonS that is such bulls--t!! I hate how we cater to them, they treat their citizens horribly.   "
1,"@draconum Hahah, brings one back to one's roots, no? "
1,"@fudgecrumpet Crikey! It's a long time ago that I could do that sort of thing without getting stomach ache.Good start to weekend, though "
1,@rhidown I will wait to see it 
0,So annoying. Can't even have a peaceful weekend 
1,@MissShellBelle Tired! You? 
0,"@girlwithfringe Yeah true, it would just be nice to have at least one day a week free "
0,@EliseOlavsen your so lucky...I wish I was you right now 
1,@smart0y E3zem ya wallad am here waiting for someone to go eat with me and there is none 
0,through in front of my high school and saw the guys with blue jacket. aaah i miss high school so bad 
1,SAFEWORD : FUCKERY!! Noooooo!! Hi  I'm home &amp; catching up on everything. Be around; you know what to do.
1,@HilzFuld Were have you been? 
1,@StaceyMonk It was made suspicious... We have two computers but we share a single internet connection... 
1,@9thWonderMusic Thanks hunny! Was just about to go to bed..glad I didn't! 
1,yay sold Wii well just the games  for Â£138  ENOUGH FOR THE SIMS 3 
1,"@Werecat1  it is a very interesting song (Du Hast), and I was referencing Triple-X, but not in a bad way."
1,@JKsGirlx2 @spahkleprincess 2 words: HAWT DAYUM... Oh and you're not allowed on twittah until more is written. Read it twice 
1,"@DocPeterA correct, lol...if thats ur choice, then awesome! "
1,Eminem is performing my song.  love it!
1,New show out now RambleFORCE! Get downloading 
0,@4faintsunrise OMG thats awful  im sorry
1,Roflroflrofl @ Christina's slow motion walking. 
0,@lauraEchilds noooooo  don't make me cry
1,there was no way GOD was gonna let me be late tday!!! yessss 
1,"@tansell85 aww; they're lovely at that age, makes me broody "
0,@zazabronkhorst  we are not going for the  #movie.. 
1,@ElizaPatricia I miss the masturbating bear though 
0,"@xxxkairixxx help me out, c'mon, our sis is saadd "
0,Good morning!!! How is everyone doing? I wanna go back to sleep 
1,@TwittyWoman Hey! I'm doing alright. 
1,@kvbuckley we still need to chat about tweet up 
1,@McNasty_Kiwi ummm i dunno. I'll see. lol. I loved it the way you wrote it 
1,@itstayce haha yupp!  go us!! 
1,@Jiswhatweaimfor mine is: http://www.justjodie.tumblr.com  hehe
1,"Out of the shower, I was gonna cut my bangs but I remembered you guys asked for a video on it so I will do it a little later tonight "
1,"@DrugCrazed love Mario Kart, but i can only do it with the steering wheel on WII, i fight the kids to who gets the steering wheel "
0,@andyclemmensen im calling you ( patience) though its engaged 
1,Mom is going to start a mini biz selling stuff on ebay. We got a 25lb shipping scale today and acct. w/stamps.com. Should be fun! 
0,@cfdj71 LOL Am i not allowed wee glass of wine with my dinner 
0, &quot;Try to turn on my tv to get you out of my head. I've got this feeling inside that I just won't admit...&quot; (that is literally how I feel)
0,"@purple_sparkles haha true. They're ok, but my last 4 are now killing me, I'm so unprepared  hope everything is good with you lovely :]"
1,@surfnmusicexpo I'm trying to stay positive for a working Saturday! Hope u have a great day! 
1,"At the moment I am at my nan's, cos I do dancing on a Monday "
0,"@BT_broadband Ah, well, we're both in the same boat then. I switched because they were throttling the speed every single night. "
0,"@ambermatson Yes, seems to have been much worse than normal over past few months "
1,Eating hot curry and wedges that made with a hot cuppa tea 
0,"@joooo No, I was in too much of a rush yesterday. Was my only day off until Kamehameha Day. "
0,@InKatlinsPahnts noooo dont have a seizure!!! 
0,"there's some FREAKS playin Metal Rock music outside! their garden is right opposite myn, i cant go 2 SLEEP! "
1,@GautamGhosh hmmmm i think i shud .. 
0,@megaman51 You're going to regret it. 
0,Not really a good best friend  I have favorites... I can't help it! Sorry.
0,@brookedanielle_ hahaaa :'))) i was just looking for my disc with them on but i can't find it 
0,@Domness What?! The O2 text-thingy said the 17th... 
1,watching the Soup. 
0,@shelliwazzu  its over now  it was on TNT i believe
1,#musicmonday @jonasbrothers paranoid @mitchelmusso hey @ddlovato don't forget @alexanderrybak fairytale 
1,@m_slago LMAO! might as well make friends now 
1,@nova937music @novahans Thanks for replaying th Eskies gig guys 
0,@histapleface 
1,@Mikadeemik yes I gotcha. Next time ill buy the bottle 
1,@sazzzle glad diversity won tho. thot they were brill 
1,@dianabanana8 thanks hun!! I hope so 
1,@kylehase hehe it wasn't about twitter but just discussions about linux licenses 
0,*sigh* my game crashed in the last 5% of the boss fight 
1,@FarmWorld Yay for ag majors! 
1,@harterm04  Tell Brad I said hi!    Drink and sing for me and Morgan.
0,"@arielmariee aww what?? man i can't go!! ( my mom wants me to study for finals  dang, i wanna go!"
1,@tommcfly have a nice swim 
0,is anyone on right now D: i feel so lonely!!  @combustiblesong  -poke-  &gt;.&gt;
0,@clarasdiary awww.. that's really bad 
1,@YoungQ Hope you get the rest of your stuff back soon. That has to suck. Least you got your sneaks 
1,@IrmaJackie  Amen  sister!! LOL edith did a good job 
1,"@nyappyrhiiee I will miss you. Twitter is nothing without you, my sweet princess.  Also hurry up and help me."
1,"@DavidDaybreak 4 times!?! goodness! well, do enjoy! "
1,I'm looking for a nice quote. 
1,@marginatasnaily haa well I'm 1 up on you cos I washed the car this morn 
0,@ddlovato my grandad is not doing very well and I'm having a hard time dealing with it  I need to study but can't concentrate  I'm sad
1,god twitter seems like a new world to me 
0,"Shout Out 2 Essendon, i had faith in you even if NOBODY did &amp; its only tha 3rdQ &amp; ur gettin PUMPED by 100 points  At least it was expected"
1,"@sofiesunshine awesome  i'm really looking forward to it, hope Ness is better though  bless her"
0,taking a really long shower. then back to studying. at least i have my fruity pebbles. 
0,@StEpHYsWoRLd That is a difficult task that i aint willin to try right there ma. 
0,@mrsflinger My deepest condolences. 
1,i just drew a big picture on the computer desk 
1,I'm starving.Think it's time for a little breakfast 
0,Team Jonas is being slow on me this morning  
1,@AmyAllTimeLow That's how i found out about them. 
0,OOUCHHHH I just pinched my own nipple by accident trying to fix my top 
1,@natashabrrr I watched josey tonight too 
1,"Listening again to Sunday City Musicbox on @rhubarbradio, and enjoying it immensely  http://is.gd/RO8v"
0,@DrRus Oh ya..... no easy start for either me or @molsonfl 
0,My headphones just officially died.  Will pick up new ones at the @iPlaceStore tomorrow.
1,"@laelene If you have a valid embarkation card, then it counts.. I was hoping I could find some1 to buy for me actually but its ok "
1,Woah 101 followers. Yay 
0,@XennyBrown No I didn't  Still an issue...
1,@symplycarma Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,"@CrisiLouise I think otis is cos he has mmr booster yesterday &amp; some thing else as well, poor little bugger, both arms "
1,@SamNUK  Hey man no problem  and thank you for the followfriday
1,@SukieBunny i've been craving popcorn for days! forgot to get some from the store tonight. Enjoy 
0,"I have a headache, argh "
0,@Ekipstonmai i good ta! bit colf though 
1,"@rachel1975 Easy! I know, just keeding.  I'm calling it a night. Why? Because it's frakking dark, that's why. Goodnight all!"
0,@HallyMk1 that's true. Guus is gone though...now we have possibly another Scolari 
1,@riotgrrlie *BID HUGS*  funks are no good...smile for me *big grin*  come on you can do it 
0,"@ahhhgolf Yes, I am not playing enough golf! "
1,"@minteva ohk, just for you "
0,reply to me my boy 
1,"@ditut however u do it, i still don't like brokoli! well, beyom nyoba yg Mba bikin seehh.. "
1,"@edjit thanks, should be fun "
0,"Not because I want my books pirated, but it's such a pin in the ass to have to repurpose/individualise ever freaking single letter "
1,#FF kathip22...Super dooper person who is super dooper talented!  A must &quot;follow&quot;  
1,"I'm FINE people! Everything is copacetic in my world...besides lack of $$ and the regular ills, I'm a happy girl! "
1,@CorvusE Indeedâwhich is why Iâm interested in it and am looking forward to test it 
1,"@SheenaNastaja Yup but I'll finish it tomorrow, sister's request. School's back tom so everybody's off to bed early  Have you watched it?"
1,@missgreens Yup it's The Age's magazine for Sunday. It just mentions your site in the corner but pretty cool. I'll twitpic it 
0,"@anneskitchen Oh no, that's really shit "
1,@KingDavidII Princess I like that name 
1,"@d_unknown Hi guys, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account.  Peace"
0,back in barrie... tired and sore!! i don't wanna work tomorrow!! 
1,@rcbjornson i want...i want..i want..! Baking on ur roof top there R..? 
1,@weeyin13 bit of work but mainly to ride my Road King Classic back to Spain 
1,@middleclassgirl Can I take you out next time so you can judge my future girlfriends then? 
0,And I don't want to go to the clinic. 
0,@brittanyis it's over 18s though 
1,@Trapes how did you guess lol - yes i have been for some time 
0,"@caldjr Thanks, see you tonight. Going to miss my Graze box today  I'll get it later."
0,"@ImNickArmstrong Well, it needs to hurry up. "
1,last full monday or the year!!  can't wait for summer. one week! 
0,@DonnieWahlberg I can't  I wanna twug!!
1,"@Scaleytron Don't worry, you spelt 'maintain' correctly! It just looks wrong "
1,"@Beverleyknight I'm soo jealous, can't wait to see it  I'm seeing the kings of leon tomorrow night tho, woo hoo x"
1,@Courageous_one I'd prepfer to be doing it with someone to be honest. but I'm thankful for my children regardless 
1,Going out to EAT! Bye  Lol so are you! BYEE!  leave me some tweets!
0,@Hail_Mary_Jane Did you know Obama id signing a new bill to give the FDA cntrol of the tabacco industry. no more flavored dutches 
1,@tbarrett yep yep... where are you getting your tattoo? know good cleeeean places? 
0,That one hurt... For real. Robbed... 
1,"lalala, past fourteen months have been the best of my lifeeeee, I LOVE YOU SEB! "
0,Is gonna have a 14 year old on my care very soon while her dad and my ex boyfriend (her bro) is off to jail  holy crap
1,@_GiNA_ most definetly!  &lt;3
0,Slight tmi: I just threw up. Might not be around much today. Going to try and pass out again. 
0,did i mention how bored i am? 
1,@Kelly240680 no!!! Lol I want just him!!! And me! 
1,@witenike Good mor/afternoon to u too sir! 
0,@ellenmoore08 I can't follow on my phone 
0,@Unusual_Peanut posts right now coz it's no fun if you're not trying. Takes the fun out of the competition. 
0,"writing on my detective novel, i must admit that it sucks "
0,"Its my offday. Going to The Gardens for @edlynch's farewell hi-tea w/ our lady boss. She's leaving tom for china, gonna miss her. "
1,@LynneHutcheson @PembsDave @MandyPandy32 @Serendipi You suck 
1,@Swizec I've seen wall-e. anything else? 
1,@ViralGFX you're welcome Stefan 
1,"@manddy2009 Ha-ha, well my kids don't view me as anything special - just their mama! It's easy to stay fairly ordinary "
1,i hope you enjoy the blogs that i've posted as much as i do; trust me i've got more but i don't want to annoy you too much 
1,"@TSpiderman hahaha i know aye? my aim is my 18th next year. Hahaha. Be so fkn awesome, like my life has finally been lived "
0,"@Angel10A Awww, I wish I was coming to Vegas "
1,@travelrants Where do you go next? 
1,@ColoradoFoothil @BigCatJared  We are evolved beings and often find that necessity is the mother of invention 
1,@willadam very 
1,"@GoofaSutra yes, freeeee doughnuts  at your local participating Krispy Kreme. Go out and celebrate National Doughnut day everyone! "
0,I hate rain 
1,@Jebatron ya.  i already know what i'm wearing ;) also want to ask chewy to curl my hair again ha ah ah a
1,@bethharperwalsh thanks 
1,@kyleandjackieo ROVE 
1,@emmy_563 youtube  LOL... hopefully...
1,@MariKurisato I am alive  just doing other things how are you doing Mari? 
1,"@RhyLoosh yeah there is that...sure you'll get that C in French  haha well i wanna treat my girls,what better way then with food?  xx"
0,@vonlrrwegen didn't go shopping. Wasn't enough time to get in and back before the wedding 
1,@marialuvsu so did u have 2 make a new email or where u able 2 login?? Almost done with the graphic 
1,Okay the boredom has really kicked in- it's Sushi Go Round time 
1,"@JasHale ok  when she gomes back, say that i said &quot;hi&quot; "
0,"Diddy has always cared about himself only, never gave a damn about none of his artists. That's why I will NEVER follow @Iamdiddy  Sorry.."
1,"@jelenasays haha thats okay  i think theyre both pretty amazing, possibly perfect for eachother, or maybe he's perfect for me, you never.."
0,@qippy u think i should delete it? why do ppl have 2b so mean? *sigh* I need thicker skin.  sorry to hear u got hit by it too. that sucks!
1,"This wonderful rain, i want 2 stand outside &amp; get really wet, think i need it. "
0,@ashleygaskins  I'm mucho jealous
1,@yanghuawawa Uh oh. ???????...  At least in HK 
1,@TheDeadpool Hey. How are ya? 
1,I love good dreams.  Here's to interesting beaches today!!
1,@katylisajess haha yes u were  ive uploaded all the pics now &lt;3333
1,@bwagy its sooo addictive! Ive lived all over nz and wellington just does it for me 
1,@suziam   You just like the &quot;h00t&quot; and the &quot;toast&quot; in there ;)
1,@donncha that must've been cool to do 
1,For Aideens 18th.. i think il buy a shirt like 2 sizes bigger.. and wear it as a dress 
0,"@askegg I'm sorry, Andrew. I wish there was something I could do... "
0,@juliannerowat @disneydean  sad!!!! and i am trying to upload again and i cant 
1,shower.. then i think ill finish another cinderella story.. and then im going outtttt 
1,"Ok, after that eventful night i'm off to bed, good night everyone "
0,*sigh* where have all the alpha males gone? 
1,"@bursaar Funny thing is, if you recorded casual chat I'd wager there'd be a strong case against most of us in the PolCorrect arena "
1,@FaithfulChosen  Need to leave in 10 minutes myself... I hope @crystalchappell waits for me... 
1,@jason_2008 Nice one..hope you have a good day. Isn't this weather amazing!?! Talk to you later..enjoy your walk. 
0,"everyone's leaving me, lol "
0,no walk for hunger for me today. foot injury + work.  (work is good though!)
1,@bobbychariot oooo nice it's all about coffee on a Thursday 
1,@TheSUPERGIRL HAHA! you just stun me ! i did listen to HayHouse radio alot thats the first recordings i listened to !  and as well as you
1,Think i was a bit premature with the 'everyone is up early' I was in fact looking at last nights tweets! Duh!!! 
0,I didn't lose it. Airline did. I checked it in. It nvr appeared thereafter 
1,"Right, bye bye all. Must go and do that dreaded mind-numbing housework. Have a lovely #elevensestime "
1,"@vurnt22 I've always enjoyed Badge. I think it's the melancholic mood of it. And ok, I'm jealous that you saw Cream. "
0,"IPL schedule for SA now online http://snurl.com/fezu1 , but none of Joburg matches are bookable yet  #cricket http://ff.im/-1Ynyy"
1,- If anyone needs an Interior Designer ` im your girl  ; almost finished the course woo hoo.. not long left.
1,Sitting outside in gym. Its nice out today 
0,Lucas ate breakfast even though i told him last night that i would cook for him 
1,@thetwinz  ahhh excellent choice! 
0,aww personal cellcast &lt;3 I missed H4T 
1,@fritzo  i just woke up...gonna enjoy a lazy day on the couch
1,"@Wandahope  it bedtime actually... lol Hope you have a wonderful day, Wanda! Be a good girl, now......... ;-)"
1,@LaurenDayMakeup awe sounds like fun  you will love it kellie talks about almost getting a ticket and so much more 
1,@trexsandwich Also: the idea of Serial Killer fic made me feel... tingly inside 
1,@keewa i wish i had some bourbons now!!! hehe 
1,"@ebony1075 my man knows I believe in him 100%, I show him all the time that he is the man for me lol "
0,Of course the day I'm craving jogging the most I have to work  ugh. Working 11 to 3 tomorrow so I'm for suree going when I get out
1,Just Drawing Out My Room So I Can Decorate It! 
1,@Scarlettjen This is season 1  (I'm just starting)
1,lapit na ko magout. lapit na fated to love you.hehe  http://plurk.com/p/rrj4e
1,@michaelgrainger Thank you thank you 
